"","MFG_DATE","PLANT_ID","PRODUCT_ID","ITEMS_PRODUCED","ITEMS_SAMPLED","ITEMS_DEFECTIVE","MFG_DEFECT_RATE"
"962",2020-08-18,"US1","LAP02",29970,170,3,0.0176470588235294
"963",2020-08-19,"US1","LAP02",30040,540,9,0.0166666666666667
"964",2020-08-20,"US1","LAP02",30080,230,4,0.0173913043478261
"965",2020-08-21,"US1","LAP02",30010,360,6,0.0166666666666667
"966",2020-08-22,"US1","LAP02",30120,280,5,0.0178571428571429
"967",2020-08-23,"US1","LAP02",30030,590,10,0.0169491525423729
"968",2020-08-24,"US1","LAP02",30010,280,5,0.0178571428571429
"969",2020-08-25,"US1","LAP02",30000,270,5,0.0185185185185185
"970",2020-08-26,"US1","LAP02",30020,440,7,0.0159090909090909
"971",2020-08-27,"US1","LAP02",30000,290,5,0.0172413793103448
"972",2020-08-28,"US1","LAP02",29980,300,5,0.0166666666666667
"973",2020-08-29,"US1","LAP02",29980,320,5,0.015625
"974",2020-08-30,"US1","LAP02",29990,260,4,0.0153846153846154
"975",2020-08-31,"US1","LAP02",29990,360,6,0.0166666666666667
"976",2020-09-01,"US1","LAP02",30000,240,4,0.0166666666666667
"977",2020-09-02,"US1","LAP02",30030,270,5,0.0185185185185185
"978",2020-09-03,"US1","LAP02",30070,300,5,0.0166666666666667
"979",2020-09-04,"US1","LAP02",30040,380,6,0.0157894736842105
"980",2020-09-05,"US1","LAP02",29950,380,6,0.0157894736842105
"981",2020-09-06,"US1","LAP02",29950,410,7,0.0170731707317073
"982",2020-09-07,"US1","LAP02",30080,260,4,0.0153846153846154
"983",2020-09-08,"US1","LAP02",29960,210,4,0.019047619047619
"984",2020-09-09,"US1","LAP02",29900,110,2,0.0181818181818182
"985",2020-09-10,"US1","LAP02",30000,360,6,0.0166666666666667
"986",2020-09-11,"US1","LAP02",30050,100,2,0.02
"987",2020-09-12,"US1","LAP02",30010,380,6,0.0157894736842105
"988",2020-09-13,"US1","LAP02",29990,190,3,0.0157894736842105
"989",2020-09-14,"US1","LAP02",30030,370,6,0.0162162162162162
"990",2020-09-15,"US1","LAP02",30000,350,6,0.0171428571428571
"991",2020-09-16,"US1","LAP02",29880,400,7,0.0175
"992",2020-09-17,"US1","LAP02",29990,350,6,0.0171428571428571
"993",2020-09-18,"US1","LAP02",30000,390,7,0.0179487179487179
"994",2020-09-19,"US1","LAP02",30020,280,5,0.0178571428571429
"995",2020-09-20,"US1","LAP02",29910,300,5,0.0166666666666667
"996",2020-09-21,"US1","LAP02",29990,390,7,0.0179487179487179
"997",2020-09-22,"US1","LAP02",30000,320,5,0.015625
"998",2020-09-23,"US1","LAP02",30020,160,3,0.01875
"999",2020-09-24,"US1","LAP02",30020,230,4,0.0173913043478261
"1000",2020-09-25,"US1","LAP02",30040,280,5,0.0178571428571429
"1001",2020-09-26,"US1","LAP02",30040,330,6,0.0181818181818182
"1002",2020-09-27,"US1","LAP02",30010,300,5,0.0166666666666667
"1003",2020-09-28,"US1","LAP02",29980,230,4,0.0173913043478261
"1004",2020-09-29,"US1","LAP02",30000,470,8,0.0170212765957447
"1005",2020-09-30,"US1","LAP02",29970,350,6,0.0171428571428571
"1006",2020-10-01,"US1","LAP02",29920,290,5,0.0172413793103448
"1007",2020-10-02,"US1","LAP02",29990,170,3,0.0176470588235294
"1008",2020-10-03,"US1","LAP02",29990,400,7,0.0175
"1009",2020-10-04,"US1","LAP02",29970,80,1,0.0125
"1010",2020-10-05,"US1","LAP02",30000,270,5,0.0185185185185185
"1011",2020-10-06,"US1","LAP02",29880,230,4,0.0173913043478261
"1012",2020-10-07,"US1","LAP02",30030,220,4,0.0181818181818182
"1013",2020-10-08,"US1","LAP02",29910,360,6,0.0166666666666667
"1014",2020-10-09,"US1","LAP02",29990,580,10,0.0172413793103448
"1015",2020-10-10,"US1","LAP02",30060,290,5,0.0172413793103448
"1016",2020-10-11,"US1","LAP02",30010,170,3,0.0176470588235294
"1017",2020-10-12,"US1","LAP02",30040,370,6,0.0162162162162162
"1018",2020-10-13,"US1","LAP02",29940,260,4,0.0153846153846154
"1019",2020-10-14,"US1","LAP02",29950,70,1,0.0142857142857143
"1020",2020-10-15,"US1","LAP02",30000,360,6,0.0166666666666667
"1021",2020-10-16,"US1","LAP02",29970,490,8,0.0163265306122449
"1022",2020-10-17,"US1","LAP02",29950,420,7,0.0166666666666667
"1023",2020-10-18,"US1","LAP02",30060,360,6,0.0166666666666667
"1024",2020-10-19,"US1","LAP02",29980,320,5,0.015625
"1025",2020-10-20,"US1","LAP02",30010,280,5,0.0178571428571429
"1026",2020-10-21,"US1","LAP02",29900,300,5,0.0166666666666667
"1027",2020-10-22,"US1","LAP02",30020,380,6,0.0157894736842105
"1028",2020-10-23,"US1","LAP02",29920,340,6,0.0176470588235294
"1029",2020-10-24,"US1","LAP02",29980,140,2,0.0142857142857143
"1030",2020-10-25,"US1","LAP02",30020,310,5,0.0161290322580645
"1031",2020-10-26,"US1","LAP02",29940,340,6,0.0176470588235294
"1032",2020-10-27,"US1","LAP02",29950,330,6,0.0181818181818182
"1033",2020-10-28,"US1","LAP02",29940,270,5,0.0185185185185185
"1034",2020-10-29,"US1","LAP02",30000,290,5,0.0172413793103448
"1035",2020-10-30,"US1","LAP02",30020,380,6,0.0157894736842105
"1036",2020-10-31,"US1","LAP02",30020,240,4,0.0166666666666667
"1037",2020-11-01,"US1","LAP02",29960,250,4,0.016
"1038",2020-11-02,"US1","LAP02",30040,300,5,0.0166666666666667
"1039",2020-11-03,"US1","LAP02",30040,370,6,0.0162162162162162
"1040",2020-11-04,"US1","LAP02",30010,300,5,0.0166666666666667
"1041",2020-11-05,"US1","LAP02",30050,180,3,0.0166666666666667
"1042",2020-11-06,"US1","LAP02",29940,350,6,0.0171428571428571
"1043",2020-11-07,"US1","LAP02",30010,420,7,0.0166666666666667
"1044",2020-11-08,"US1","LAP02",29920,370,6,0.0162162162162162
"1045",2020-11-09,"US1","LAP02",29980,290,5,0.0172413793103448
"1046",2020-11-10,"US1","LAP02",30050,280,5,0.0178571428571429
"1047",2020-11-11,"US1","LAP02",29970,250,4,0.016
"1048",2020-11-12,"US1","LAP02",29880,360,6,0.0166666666666667
"1049",2020-11-13,"US1","LAP02",30010,440,7,0.0159090909090909
"1050",2020-11-14,"US1","LAP02",30010,230,4,0.0173913043478261
"1051",2020-11-15,"US1","LAP02",29940,210,4,0.019047619047619
"1052",2020-11-16,"US1","LAP02",30060,330,6,0.0181818181818182
"1053",2020-11-17,"US1","LAP02",29970,200,3,0.015
"1054",2020-11-18,"US1","LAP02",30030,430,7,0.0162790697674419
"1055",2020-11-19,"US1","LAP02",30000,340,6,0.0176470588235294
"1056",2020-11-20,"US1","LAP02",30000,190,3,0.0157894736842105
"1057",2020-11-21,"US1","LAP02",29990,270,5,0.0185185185185185
"1058",2020-11-22,"US1","LAP02",30040,250,4,0.016
"1059",2020-11-23,"US1","LAP02",30000,350,6,0.0171428571428571
"1060",2020-11-24,"US1","LAP02",29990,300,5,0.0166666666666667
"1061",2020-11-25,"US1","LAP02",30110,360,6,0.0166666666666667
"1062",2020-11-26,"US1","LAP02",30040,260,4,0.0153846153846154
"1063",2020-11-27,"US1","LAP02",29960,210,4,0.019047619047619
"1064",2020-11-28,"US1","LAP02",30020,440,7,0.0159090909090909
"1065",2020-11-29,"US1","LAP02",30000,210,4,0.019047619047619
"1066",2020-11-30,"US1","LAP02",29940,380,6,0.0157894736842105
"1067",2020-12-01,"US1","LAP02",29920,70,1,0.0142857142857143
"1068",2020-12-02,"US1","LAP02",29910,330,6,0.0181818181818182
"1069",2020-12-03,"US1","LAP02",29960,210,4,0.019047619047619
"1070",2020-12-04,"US1","LAP02",30030,310,5,0.0161290322580645
"1071",2020-12-05,"US1","LAP02",30110,320,5,0.015625
"1072",2020-12-06,"US1","LAP02",29920,250,4,0.016
"1073",2020-12-07,"US1","LAP02",30100,180,3,0.0166666666666667
"1074",2020-12-08,"US1","LAP02",30010,310,5,0.0161290322580645
"1075",2020-12-09,"US1","LAP02",30060,230,4,0.0173913043478261
"1076",2020-12-10,"US1","LAP02",30060,320,5,0.015625
"1077",2020-12-11,"US1","LAP02",30030,340,6,0.0176470588235294
"1078",2020-12-12,"US1","LAP02",30070,430,7,0.0162790697674419
"1079",2020-12-13,"US1","LAP02",29990,190,3,0.0157894736842105
"1080",2020-12-14,"US1","LAP02",29920,270,5,0.0185185185185185
"1081",2020-12-15,"US1","LAP02",30040,230,4,0.0173913043478261
"1082",2020-12-16,"US1","LAP02",29980,270,5,0.0185185185185185
"1083",2020-12-17,"US1","LAP02",29930,310,5,0.0161290322580645
"1084",2020-12-18,"US1","LAP02",30020,290,5,0.0172413793103448
"1085",2020-12-19,"US1","LAP02",30110,290,5,0.0172413793103448
"1086",2020-12-20,"US1","LAP02",30010,350,6,0.0171428571428571
"1087",2020-12-21,"US1","LAP02",30030,250,4,0.016
"1088",2020-12-22,"US1","LAP02",30010,460,8,0.0173913043478261
"1089",2020-12-23,"US1","LAP02",29910,280,5,0.0178571428571429
"1090",2020-12-24,"US1","LAP02",29970,90,2,0.0222222222222222
"1091",2020-12-25,"US1","LAP02",30000,330,6,0.0181818181818182
"1092",2020-12-26,"US1","LAP02",30120,370,6,0.0162162162162162
"1093",2020-12-27,"US1","LAP02",29980,270,5,0.0185185185185185
"1094",2020-12-28,"US1","LAP02",29970,220,4,0.0181818181818182
"1095",2020-12-29,"US1","LAP02",29960,460,8,0.0173913043478261
"1096",2020-12-30,"US1","LAP02",30030,320,5,0.015625
"1097",2020-12-31,"US1","LAP02",29930,70,1,0.0142857142857143
"1098",2020-01-01,"US1","LAP02",29940,280,5,0.0178571428571429
"1099",2020-01-02,"US1","LAP02",29980,430,7,0.0162790697674419
"1100",2020-01-03,"US1","LAP02",30020,270,5,0.0185185185185185
"1101",2020-01-04,"US1","LAP02",29940,240,4,0.0166666666666667
"1102",2020-01-05,"US1","LAP02",30030,180,3,0.0166666666666667
"1103",2020-01-06,"US1","LAP02",29990,180,3,0.0166666666666667
"1104",2020-01-07,"US1","LAP02",30030,410,7,0.0170731707317073
"1105",2020-01-08,"US1","LAP02",30030,120,2,0.0166666666666667
"1106",2020-01-09,"US1","LAP02",29970,310,5,0.0161290322580645
"1107",2020-01-10,"US1","LAP02",30080,400,7,0.0175
"1108",2020-01-11,"US1","LAP02",30010,330,6,0.0181818181818182
"1109",2020-01-12,"US1","LAP02",30040,250,4,0.016
"1110",2020-01-13,"US1","LAP02",30010,460,8,0.0173913043478261
"1111",2020-01-14,"US1","LAP02",29970,310,5,0.0161290322580645
"1112",2020-01-15,"US1","LAP02",30040,450,8,0.0177777777777778
"1113",2020-01-16,"US1","LAP02",30040,80,1,0.0125
"1114",2020-01-17,"US1","LAP02",29970,320,5,0.015625
"1115",2020-01-18,"US1","LAP02",29970,280,5,0.0178571428571429
"1116",2020-01-19,"US1","LAP02",29990,350,6,0.0171428571428571
"1117",2020-01-20,"US1","LAP02",30050,380,6,0.0157894736842105
"1118",2020-01-21,"US1","LAP02",29970,390,7,0.0179487179487179
"1119",2020-01-22,"US1","LAP02",30060,370,6,0.0162162162162162
"1120",2020-01-23,"US1","LAP02",30040,280,5,0.0178571428571429
"1121",2020-01-24,"US1","LAP02",29890,370,6,0.0162162162162162
"1122",2020-01-25,"US1","LAP02",30010,130,2,0.0153846153846154
"1123",2020-01-26,"US1","LAP02",30100,350,6,0.0171428571428571
"1124",2020-01-27,"US1","LAP02",29960,370,6,0.0162162162162162
"1125",2020-01-28,"US1","LAP02",30000,350,6,0.0171428571428571
"1126",2020-01-29,"US1","LAP02",30020,440,7,0.0159090909090909
"1127",2020-01-30,"US1","LAP02",30010,330,6,0.0181818181818182
"1128",2020-01-31,"US1","LAP02",29990,230,4,0.0173913043478261
"1129",2020-02-01,"US1","LAP02",29990,250,4,0.016
"1130",2020-02-02,"US1","LAP02",29980,480,8,0.0166666666666667
"1131",2020-02-03,"US1","LAP02",29940,210,4,0.019047619047619
"1132",2020-02-04,"US1","LAP02",30040,410,7,0.0170731707317073
"1133",2020-02-05,"US1","LAP02",30050,290,5,0.0172413793103448
"1134",2020-02-06,"US1","LAP02",30030,600,10,0.0166666666666667
"1135",2020-02-07,"US1","LAP02",30010,220,4,0.0181818181818182
"1136",2020-02-08,"US1","LAP02",29970,250,4,0.016
"1137",2020-02-09,"US1","LAP02",29940,200,3,0.015
"1138",2020-02-10,"US1","LAP02",30070,260,4,0.0153846153846154
"1139",2020-02-11,"US1","LAP02",30000,180,3,0.0166666666666667
"1140",2020-02-12,"US1","LAP02",30010,420,7,0.0166666666666667
"1141",2020-02-13,"US1","LAP02",30000,390,7,0.0179487179487179
"1142",2020-02-14,"US1","LAP02",30040,330,6,0.0181818181818182
"1143",2020-02-15,"US1","LAP02",29910,30,1,0.0333333333333333
"1144",2020-02-16,"US1","LAP02",30130,250,4,0.016
"1145",2020-02-17,"US1","LAP02",30000,320,5,0.015625
"1146",2020-02-18,"US1","LAP02",30070,320,5,0.015625
"1147",2020-02-19,"US1","LAP02",30000,360,6,0.0166666666666667
"1148",2020-02-20,"US1","LAP02",30000,400,7,0.0175
"1149",2020-02-21,"US1","LAP02",29970,270,5,0.0185185185185185
"1150",2020-02-22,"US1","LAP02",29900,320,5,0.015625
"1151",2020-02-23,"US1","LAP02",29940,500,9,0.018
"1152",2020-02-24,"US1","LAP02",29910,480,8,0.0166666666666667
"1153",2020-02-25,"US1","LAP02",29960,390,7,0.0179487179487179
"1154",2020-02-26,"US1","LAP02",30070,340,6,0.0176470588235294
"1155",2020-02-27,"US1","LAP02",29910,250,4,0.016
"1156",2020-02-28,"US1","LAP02",29940,240,4,0.0166666666666667
"1157",2020-03-01,"US1","LAP02",30020,170,3,0.0176470588235294
"1158",2020-03-02,"US1","LAP02",29930,180,3,0.0166666666666667
"1159",2020-03-03,"US1","LAP02",29940,160,3,0.01875
"1160",2020-03-04,"US1","LAP02",30010,100,2,0.02
"1161",2020-03-05,"US1","LAP02",30010,220,4,0.0181818181818182
"1162",2020-03-06,"US1","LAP02",30010,220,4,0.0181818181818182
"1163",2020-03-07,"US1","LAP02",30050,400,7,0.0175
"1164",2020-03-08,"US1","LAP02",29950,350,6,0.0171428571428571
"1165",2020-03-09,"US1","LAP02",29920,280,5,0.0178571428571429
"1166",2020-03-10,"US1","LAP02",29980,200,3,0.015
"1167",2020-03-11,"US1","LAP02",29990,470,8,0.0170212765957447
"1168",2020-03-12,"US1","LAP02",29960,370,6,0.0162162162162162
"1169",2020-03-13,"US1","LAP02",30040,310,5,0.0161290322580645
"1170",2020-03-14,"US1","LAP02",29900,410,7,0.0170731707317073
"1171",2020-03-15,"US1","LAP02",30000,360,6,0.0166666666666667
"1172",2020-03-16,"US1","LAP02",30080,270,5,0.0185185185185185
"1173",2020-03-17,"US1","LAP02",30060,440,7,0.0159090909090909
"1174",2020-03-18,"US1","LAP02",29970,320,5,0.015625
"1175",2020-03-19,"US1","LAP02",30030,390,7,0.0179487179487179
"1176",2020-03-20,"US1","LAP02",29970,390,7,0.0179487179487179
"1177",2020-03-21,"US1","LAP02",29940,220,4,0.0181818181818182
"1178",2020-03-22,"US1","LAP02",29980,340,6,0.0176470588235294
"1179",2020-03-23,"US1","LAP02",30030,260,4,0.0153846153846154
"1180",2020-03-24,"US1","LAP02",30010,350,6,0.0171428571428571
"1181",2020-03-25,"US1","LAP02",29950,490,8,0.0163265306122449
"1182",2020-03-26,"US1","LAP02",29940,280,5,0.0178571428571429
"1183",2020-03-27,"US1","LAP02",29940,300,5,0.0166666666666667
"1184",2020-03-28,"US1","LAP02",30000,140,2,0.0142857142857143
"1185",2020-03-29,"US1","LAP02",30030,240,4,0.0166666666666667
"1186",2020-03-30,"US1","LAP02",29990,280,5,0.0178571428571429
"1187",2020-03-31,"US1","LAP02",29890,370,6,0.0162162162162162
"1188",2020-04-01,"US1","LAP02",29970,380,6,0.0157894736842105
"1189",2020-04-02,"US1","LAP02",30000,260,4,0.0153846153846154
"1190",2020-04-03,"US1","LAP02",29960,520,9,0.0173076923076923
"1191",2020-04-04,"US1","LAP02",30050,310,5,0.0161290322580645
"1192",2020-04-05,"US1","LAP02",29910,540,9,0.0166666666666667
"1193",2020-04-06,"US1","LAP02",29970,320,5,0.015625
"1194",2020-04-07,"US1","LAP02",29980,260,4,0.0153846153846154
"1195",2020-04-08,"US1","LAP02",29960,320,5,0.015625
"1196",2020-04-09,"US1","LAP02",30030,400,7,0.0175
"1197",2020-04-10,"US1","LAP02",29960,200,3,0.015
"1198",2020-04-11,"US1","LAP02",30020,440,7,0.0159090909090909
"1199",2020-04-12,"US1","LAP02",29980,370,6,0.0162162162162162
"1200",2020-04-13,"US1","LAP02",29920,320,5,0.015625
"1201",2020-04-14,"US1","LAP02",29990,290,5,0.0172413793103448
"1202",2020-04-15,"US1","LAP02",30090,340,6,0.0176470588235294
"1203",2020-04-16,"US1","LAP02",30010,200,3,0.015
"1204",2020-04-17,"US1","LAP02",29980,330,6,0.0181818181818182
"1205",2020-04-18,"US1","LAP02",29980,140,2,0.0142857142857143
"1206",2020-04-19,"US1","LAP02",29910,200,3,0.015
"1207",2020-04-20,"US1","LAP02",29930,320,5,0.015625
"1208",2020-04-21,"US1","LAP02",30030,270,5,0.0185185185185185
"1209",2020-04-22,"US1","LAP02",29990,100,2,0.02
"1210",2020-04-23,"US1","LAP02",30020,300,5,0.0166666666666667
"1211",2020-04-24,"US1","LAP02",29940,160,3,0.01875
"1212",2020-04-25,"US1","LAP02",29920,180,3,0.0166666666666667
"1213",2020-04-26,"US1","LAP02",30070,230,4,0.0173913043478261
"1214",2020-04-27,"US1","LAP02",29990,250,4,0.016
"1215",2020-04-28,"US1","LAP02",29960,240,4,0.0166666666666667
"1216",2020-04-29,"US1","LAP02",30090,270,5,0.0185185185185185
"1217",2020-04-30,"US1","LAP02",30000,390,7,0.0179487179487179
"1218",2020-05-01,"US1","LAP02",29960,370,6,0.0162162162162162
"1219",2020-05-02,"US1","LAP02",30120,470,8,0.0170212765957447
"1220",2020-05-03,"US1","LAP02",29990,320,5,0.015625
"1221",2020-05-04,"US1","LAP02",29880,440,7,0.0159090909090909
"1222",2020-05-05,"US1","LAP02",30040,90,2,0.0222222222222222
"1223",2020-05-06,"US1","LAP02",30010,320,5,0.015625
"1224",2020-05-07,"US1","LAP02",30000,430,7,0.0162790697674419
"1225",2020-05-08,"US1","LAP02",29980,320,5,0.015625
"1226",2020-05-09,"US1","LAP02",29900,470,8,0.0170212765957447
"1227",2020-05-10,"US1","LAP02",30000,310,5,0.0161290322580645
"1228",2020-05-11,"US1","LAP02",30120,210,4,0.019047619047619
"1229",2020-05-12,"US1","LAP02",30000,290,5,0.0172413793103448
"1230",2020-05-13,"US1","LAP02",29970,320,5,0.015625
"1231",2020-05-14,"US1","LAP02",30020,270,5,0.0185185185185185
"1232",2020-05-15,"US1","LAP02",30050,450,8,0.0177777777777778
"1233",2020-05-16,"US1","LAP02",30020,330,6,0.0181818181818182
"1234",2020-05-17,"US1","LAP02",29980,250,4,0.016
"1235",2020-05-18,"US1","LAP02",30030,560,10,0.0178571428571429
"1236",2020-05-19,"US1","LAP02",29960,340,6,0.0176470588235294
"1237",2020-05-20,"US1","LAP02",30030,370,6,0.0162162162162162
"1238",2020-05-21,"US1","LAP02",29990,130,2,0.0153846153846154
"1239",2020-05-22,"US1","LAP02",29980,320,5,0.015625
"1240",2020-05-23,"US1","LAP02",29950,430,7,0.0162790697674419
"1241",2020-05-24,"US1","LAP02",30070,320,5,0.015625
"1242",2020-05-25,"US1","LAP02",30000,350,6,0.0171428571428571
"1243",2020-05-26,"US1","LAP02",29970,130,2,0.0153846153846154
"1244",2020-05-27,"US1","LAP02",30010,270,5,0.0185185185185185
"1245",2020-05-28,"US1","LAP02",29980,220,4,0.0181818181818182
"1246",2020-05-29,"US1","LAP02",29990,220,4,0.0181818181818182
"1247",2020-05-30,"US1","LAP02",30070,470,8,0.0170212765957447
"1248",2020-05-31,"US1","LAP02",30020,250,4,0.016
"1249",2020-06-01,"US1","LAP02",30080,300,5,0.0166666666666667
"1250",2020-06-02,"US1","LAP02",30030,360,6,0.0166666666666667
"1251",2020-06-03,"US1","LAP02",29960,390,7,0.0179487179487179
"1252",2020-06-04,"US1","LAP02",29970,280,5,0.0178571428571429
"1253",2020-06-05,"US1","LAP02",29990,360,6,0.0166666666666667
"1254",2020-06-06,"US1","LAP02",29970,310,5,0.0161290322580645
"1255",2020-06-07,"US1","LAP02",30060,350,6,0.0171428571428571
"1256",2020-06-08,"US1","LAP02",29950,130,2,0.0153846153846154
"1257",2020-06-09,"US1","LAP02",30050,230,4,0.0173913043478261
"1258",2020-06-10,"US1","LAP02",30020,350,6,0.0171428571428571
"1259",2020-06-11,"US1","LAP02",30020,190,3,0.0157894736842105
"1260",2020-06-12,"US1","LAP02",29970,90,2,0.0222222222222222
"1261",2020-06-13,"US1","LAP02",30060,260,4,0.0153846153846154
"1262",2020-06-14,"US1","LAP02",30080,320,5,0.015625
"1263",2020-06-15,"US1","LAP02",30030,150,3,0.02
"1264",2020-06-16,"US1","LAP02",30000,280,5,0.0178571428571429
"1265",2020-06-17,"US1","LAP02",30070,400,7,0.0175
"1266",2020-06-18,"US1","LAP02",29950,370,6,0.0162162162162162
"1267",2020-06-19,"US1","LAP02",29960,50,1,0.02
"1268",2020-06-20,"US1","LAP02",30030,430,7,0.0162790697674419
"1269",2020-06-21,"US1","LAP02",30030,310,5,0.0161290322580645
"1270",2020-06-22,"US1","LAP02",30040,240,4,0.0166666666666667
"1271",2020-06-23,"US1","LAP02",30040,300,5,0.0166666666666667
"1272",2020-06-24,"US1","LAP02",29950,350,6,0.0171428571428571
"1273",2020-06-25,"US1","LAP02",29950,410,7,0.0170731707317073
"1274",2020-06-26,"US1","LAP02",29920,170,3,0.0176470588235294
"1275",2020-06-27,"US1","LAP02",29990,270,5,0.0185185185185185
"1276",2020-06-28,"US1","LAP02",30070,290,5,0.0172413793103448
"1277",2020-06-29,"US1","LAP02",30040,220,4,0.0181818181818182
"1278",2020-06-30,"US1","LAP02",29970,230,4,0.0173913043478261
"1279",2020-07-01,"US1","LAP02",29900,260,4,0.0153846153846154
"1280",2020-07-02,"US1","LAP02",29930,320,5,0.015625
"1281",2020-07-03,"US1","LAP02",29990,270,5,0.0185185185185185
"1282",2020-07-04,"US1","LAP02",30040,310,5,0.0161290322580645
"1283",2020-07-05,"US1","LAP02",30010,230,4,0.0173913043478261
"1284",2020-07-06,"US1","LAP02",30020,210,4,0.019047619047619
"1285",2020-07-07,"US1","LAP02",29900,330,6,0.0181818181818182
"1286",2020-07-08,"US1","LAP02",30010,240,4,0.0166666666666667
"1287",2020-07-09,"US1","LAP02",29920,390,7,0.0179487179487179
"1288",2020-07-10,"US1","LAP02",29990,330,6,0.0181818181818182
"1289",2020-07-11,"US1","LAP02",30030,360,6,0.0166666666666667
"1290",2020-07-12,"US1","LAP02",30080,320,5,0.015625
"1291",2020-07-13,"US1","LAP02",30080,280,5,0.0178571428571429
"1292",2020-07-14,"US1","LAP02",30040,250,4,0.016
"1293",2020-07-15,"US1","LAP02",29950,240,4,0.0166666666666667
"1294",2020-07-16,"US1","LAP02",29890,40,1,0.025
"1295",2020-07-17,"US1","LAP02",29940,350,6,0.0171428571428571
"1296",2020-07-18,"US1","LAP02",29930,230,4,0.0173913043478261
"1297",2020-07-19,"US1","LAP02",30060,130,2,0.0153846153846154
"1298",2020-07-20,"US1","LAP02",30000,300,5,0.0166666666666667
"1299",2020-07-21,"US1","LAP02",30100,300,5,0.0166666666666667
"1300",2020-07-22,"US1","LAP02",30000,320,5,0.015625
"1301",2020-07-23,"US1","LAP02",30060,260,4,0.0153846153846154
"1302",2020-07-24,"US1","LAP02",30010,340,6,0.0176470588235294
"1303",2020-07-25,"US1","LAP02",29970,180,3,0.0166666666666667
"1304",2020-07-26,"US1","LAP02",29930,130,2,0.0153846153846154
"1305",2020-07-27,"US1","LAP02",30040,220,4,0.0181818181818182
"1306",2020-07-28,"US1","LAP02",29990,310,5,0.0161290322580645
"1307",2020-07-29,"US1","LAP02",30020,360,6,0.0166666666666667
"1308",2020-07-30,"US1","LAP02",30040,310,5,0.0161290322580645
"1309",2020-07-31,"US1","LAP02",29980,350,6,0.0171428571428571
"1310",2020-08-01,"US1","LAP02",29990,170,3,0.0176470588235294
"1311",2020-08-02,"US1","LAP02",30020,160,3,0.01875
"1312",2020-08-03,"US1","LAP02",29970,320,5,0.015625
"1313",2020-08-04,"US1","LAP02",29910,390,7,0.0179487179487179
"1314",2020-08-05,"US1","LAP02",29920,410,7,0.0170731707317073
"1315",2020-08-06,"US1","LAP02",30050,280,5,0.0178571428571429
"1316",2020-08-07,"US1","LAP02",29940,40,1,0.025
"1317",2020-08-08,"US1","LAP02",30020,220,4,0.0181818181818182
"1318",2020-08-09,"US1","LAP02",30060,280,5,0.0178571428571429
"1319",2020-08-10,"US1","LAP02",30040,310,5,0.0161290322580645
"1320",2020-08-11,"US1","LAP02",30060,440,7,0.0159090909090909
"1321",2020-08-12,"US1","LAP02",29950,240,4,0.0166666666666667
"1322",2020-08-13,"US1","LAP02",30040,190,3,0.0157894736842105
"1323",2020-08-14,"US1","LAP02",30150,340,6,0.0176470588235294
"1324",2020-08-15,"US1","LAP02",30010,390,7,0.0179487179487179
"1325",2020-08-16,"US1","LAP02",29960,330,6,0.0181818181818182
"1326",2020-08-17,"US1","LAP02",29960,230,4,0.0173913043478261
"1327",2020-08-18,"US1","LAP02",30050,220,4,0.0181818181818182
"1328",2020-08-19,"US1","LAP02",30050,360,6,0.0166666666666667
"1329",2020-08-20,"US1","LAP02",30010,200,3,0.015
"1330",2020-08-21,"US1","LAP02",30010,420,7,0.0166666666666667
"1331",2020-08-22,"US1","LAP02",30030,350,6,0.0171428571428571
"1332",2020-08-23,"US1","LAP02",29990,350,6,0.0171428571428571
"1333",2020-08-24,"US1","LAP02",29940,490,8,0.0163265306122449
"1334",2020-08-25,"US1","LAP02",30070,320,5,0.015625
"1335",2020-08-26,"US1","LAP02",30060,270,5,0.0185185185185185
"1336",2020-08-27,"US1","LAP02",29980,440,7,0.0159090909090909
"1337",2020-08-28,"US1","LAP02",29980,260,4,0.0153846153846154
"1338",2020-08-29,"US1","LAP02",29950,330,6,0.0181818181818182
"1339",2020-08-30,"US1","LAP02",30010,230,4,0.0173913043478261
"1340",2020-08-31,"US1","LAP02",29950,400,7,0.0175
"1341",2020-09-01,"US1","LAP02",30000,230,4,0.0173913043478261
"1342",2020-09-02,"US1","LAP02",29980,320,5,0.015625
"1343",2020-09-03,"US1","LAP02",29940,120,2,0.0166666666666667
"1344",2020-09-04,"US1","LAP02",30130,300,5,0.0166666666666667
"1345",2020-09-05,"US1","LAP02",30030,210,4,0.019047619047619
"1346",2020-09-06,"US1","LAP02",30040,320,5,0.015625
"1347",2020-09-07,"US1","LAP02",30060,380,6,0.0157894736842105
"1348",2020-09-08,"US1","LAP02",30050,230,4,0.0173913043478261
"1349",2020-09-09,"US1","LAP02",29920,340,6,0.0176470588235294
"1350",2020-09-10,"US1","LAP02",29980,370,6,0.0162162162162162
"1351",2020-09-11,"US1","LAP02",30030,230,4,0.0173913043478261
"1352",2020-09-12,"US1","LAP02",30020,220,4,0.0181818181818182
"1353",2020-09-13,"US1","LAP02",30050,340,6,0.0176470588235294
"1354",2020-09-14,"US1","LAP02",30010,220,4,0.0181818181818182
"1355",2020-09-15,"US1","LAP02",30020,210,4,0.019047619047619
"1356",2020-09-16,"US1","LAP02",29960,280,5,0.0178571428571429
"1357",2020-09-17,"US1","LAP02",30020,300,5,0.0166666666666667
