"","MFG_DATE","PLANT_ID","PRODUCT_ID","RETURNS_RECEIVED"
"663",2020-10-24,"US1","LAP01",7
"664",2020-10-25,"US1","LAP01",6
"665",2020-10-26,"US1","LAP01",4
"666",2020-10-27,"US1","LAP01",7
"667",2020-10-28,"US1","LAP01",7
"668",2020-10-29,"US1","LAP01",5
"669",2020-10-30,"US1","LAP01",5
"670",2020-10-31,"US1","LAP01",5
"671",2020-11-01,"US1","LAP01",4
"672",2020-11-02,"US1","LAP01",4
"673",2020-11-03,"US1","LAP01",3
"674",2020-11-04,"US1","LAP01",5
"675",2020-11-05,"US1","LAP01",7
"676",2020-11-06,"US1","LAP01",6
"677",2020-11-07,"US1","LAP01",5
"678",2020-11-08,"US1","LAP01",6
"679",2020-11-09,"US1","LAP01",4
"680",2020-11-10,"US1","LAP01",4
"681",2020-11-11,"US1","LAP01",5
"682",2020-11-12,"US1","LAP01",5
"683",2020-11-13,"US1","LAP01",5
"684",2020-11-14,"US1","LAP01",4
"685",2020-11-15,"US1","LAP01",4
"686",2020-11-16,"US1","LAP01",6
"687",2020-11-17,"US1","LAP01",2
"688",2020-11-18,"US1","LAP01",5
"689",2020-11-19,"US1","LAP01",5
"690",2020-11-20,"US1","LAP01",6
"691",2020-11-21,"US1","LAP01",5
"692",2020-11-22,"US1","LAP01",3
"693",2020-11-23,"US1","LAP01",4
"694",2020-11-24,"US1","LAP01",6
"695",2020-11-25,"US1","LAP01",6
"696",2020-11-26,"US1","LAP01",3
"697",2020-11-27,"US1","LAP01",6
"698",2020-11-28,"US1","LAP01",5
"699",2020-11-29,"US1","LAP01",5
"700",2020-11-30,"US1","LAP01",4
"701",2020-12-01,"US1","LAP01",5
"702",2020-12-02,"US1","LAP01",6
"703",2020-12-03,"US1","LAP01",6
"704",2020-12-04,"US1","LAP01",7
"705",2020-12-05,"US1","LAP01",4
"706",2020-12-06,"US1","LAP01",5
"707",2020-12-07,"US1","LAP01",4
"708",2020-12-08,"US1","LAP01",6
"709",2020-12-09,"US1","LAP01",3
"710",2020-12-10,"US1","LAP01",4
"711",2020-12-11,"US1","LAP01",5
"712",2020-12-12,"US1","LAP01",6
"713",2020-12-13,"US1","LAP01",7
"714",2020-12-14,"US1","LAP01",5
"715",2020-12-15,"US1","LAP01",4
"716",2020-12-16,"US1","LAP01",4
"717",2020-12-17,"US1","LAP01",4
"718",2020-12-18,"US1","LAP01",4
"719",2020-12-19,"US1","LAP01",6
"720",2020-12-20,"US1","LAP01",8
"721",2020-12-21,"US1","LAP01",6
"722",2020-12-22,"US1","LAP01",5
"723",2020-12-23,"US1","LAP01",4
"724",2020-12-24,"US1","LAP01",7
"725",2020-12-25,"US1","LAP01",7
"726",2020-12-26,"US1","LAP01",7
"727",2020-12-27,"US1","LAP01",5
"728",2020-12-28,"US1","LAP01",7
"729",2020-12-29,"US1","LAP01",5
"730",2020-12-30,"US1","LAP01",5
"731",2020-12-31,"US1","LAP01",3
"732",2020-01-01,"US1","LAP02",3
"733",2020-01-02,"US1","LAP02",2
"734",2020-01-03,"US1","LAP02",1
"735",2020-01-04,"US1","LAP02",3
"736",2020-01-05,"US1","LAP02",2
"737",2020-01-06,"US1","LAP02",2
"738",2020-01-07,"US1","LAP02",3
"739",2020-01-08,"US1","LAP02",3
"740",2020-01-09,"US1","LAP02",2
"741",2020-01-10,"US1","LAP02",2
"742",2020-01-11,"US1","LAP02",4
"743",2020-01-12,"US1","LAP02",5
"744",2020-01-13,"US1","LAP02",3
"745",2020-01-14,"US1","LAP02",4
"746",2020-01-15,"US1","LAP02",2
"747",2020-01-16,"US1","LAP02",4
"748",2020-01-17,"US1","LAP02",4
"749",2020-01-18,"US1","LAP02",5
"750",2020-01-19,"US1","LAP02",4
"751",2020-01-20,"US1","LAP02",4
"752",2020-01-21,"US1","LAP02",4
"753",2020-01-22,"US1","LAP02",2
"754",2020-01-23,"US1","LAP02",3
"755",2020-01-24,"US1","LAP02",3
"756",2020-01-25,"US1","LAP02",2
"757",2020-01-26,"US1","LAP02",5
"758",2020-01-27,"US1","LAP02",3
"759",2020-01-28,"US1","LAP02",4
"760",2020-01-29,"US1","LAP02",3
"761",2020-01-30,"US1","LAP02",4
"762",2020-01-31,"US1","LAP02",2
"763",2020-02-01,"US1","LAP02",1
"764",2020-02-02,"US1","LAP02",2
"765",2020-02-03,"US1","LAP02",4
"766",2020-02-04,"US1","LAP02",1
"767",2020-02-05,"US1","LAP02",4
"768",2020-02-06,"US1","LAP02",4
"769",2020-02-07,"US1","LAP02",4
"770",2020-02-08,"US1","LAP02",3
"771",2020-02-09,"US1","LAP02",1
"772",2020-02-10,"US1","LAP02",3
"773",2020-02-11,"US1","LAP02",3
"774",2020-02-12,"US1","LAP02",4
"775",2020-02-13,"US1","LAP02",3
"776",2020-02-14,"US1","LAP02",4
"777",2020-02-15,"US1","LAP02",3
"778",2020-02-16,"US1","LAP02",3
"779",2020-02-17,"US1","LAP02",5
"780",2020-02-18,"US1","LAP02",4
"781",2020-02-19,"US1","LAP02",2
"782",2020-02-20,"US1","LAP02",4
"783",2020-02-21,"US1","LAP02",3
"784",2020-02-22,"US1","LAP02",1
"785",2020-02-23,"US1","LAP02",4
"786",2020-02-24,"US1","LAP02",3
"787",2020-02-25,"US1","LAP02",2
"788",2020-02-26,"US1","LAP02",2
"789",2020-02-27,"US1","LAP02",2
"790",2020-02-28,"US1","LAP02",2
"791",2020-02-29,"US1","LAP02",3
"792",2020-03-01,"US1","LAP02",2
"793",2020-03-02,"US1","LAP02",4
"794",2020-03-03,"US1","LAP02",4
"795",2020-03-04,"US1","LAP02",2
"796",2020-03-05,"US1","LAP02",4
"797",2020-03-06,"US1","LAP02",2
"798",2020-03-07,"US1","LAP02",4
"799",2020-03-08,"US1","LAP02",3
"800",2020-03-09,"US1","LAP02",1
"801",2020-03-10,"US1","LAP02",2
"802",2020-03-11,"US1","LAP02",4
"803",2020-03-12,"US1","LAP02",1
"804",2020-03-13,"US1","LAP02",4
"805",2020-03-14,"US1","LAP02",3
"806",2020-03-15,"US1","LAP02",2
"807",2020-03-16,"US1","LAP02",3
"808",2020-03-17,"US1","LAP02",3
"809",2020-03-18,"US1","LAP02",2
"810",2020-03-19,"US1","LAP02",5
"811",2020-03-20,"US1","LAP02",2
"812",2020-03-21,"US1","LAP02",2
"813",2020-03-22,"US1","LAP02",5
"814",2020-03-23,"US1","LAP02",4
"815",2020-03-24,"US1","LAP02",2
"816",2020-03-25,"US1","LAP02",2
"817",2020-03-26,"US1","LAP02",4
"818",2020-03-27,"US1","LAP02",4
"819",2020-03-28,"US1","LAP02",5
"820",2020-03-29,"US1","LAP02",4
"821",2020-03-30,"US1","LAP02",2
"822",2020-03-31,"US1","LAP02",2
"823",2020-04-01,"US1","LAP02",1
"824",2020-04-02,"US1","LAP02",3
"825",2020-04-03,"US1","LAP02",4
"826",2020-04-04,"US1","LAP02",2
"827",2020-04-05,"US1","LAP02",5
"828",2020-04-06,"US1","LAP02",3
"829",2020-04-07,"US1","LAP02",2
"830",2020-04-08,"US1","LAP02",4
"831",2020-04-09,"US1","LAP02",4
"832",2020-04-10,"US1","LAP02",2
"833",2020-04-11,"US1","LAP02",1
"834",2020-04-12,"US1","LAP02",2
"835",2020-04-13,"US1","LAP02",4
"836",2020-04-14,"US1","LAP02",3
"837",2020-04-15,"US1","LAP02",3
"838",2020-04-16,"US1","LAP02",4
"839",2020-04-17,"US1","LAP02",2
"840",2020-04-18,"US1","LAP02",4
"841",2020-04-19,"US1","LAP02",2
"842",2020-04-20,"US1","LAP02",4
"843",2020-04-21,"US1","LAP02",5
"844",2020-04-22,"US1","LAP02",3
"845",2020-04-23,"US1","LAP02",2
"846",2020-04-24,"US1","LAP02",5
"847",2020-04-25,"US1","LAP02",3
"848",2020-04-26,"US1","LAP02",4
"849",2020-04-27,"US1","LAP02",2
"850",2020-04-28,"US1","LAP02",3
"851",2020-04-29,"US1","LAP02",4
"852",2020-04-30,"US1","LAP02",4
"853",2020-05-01,"US1","LAP02",2
"854",2020-05-02,"US1","LAP02",2
"855",2020-05-03,"US1","LAP02",4
"856",2020-05-04,"US1","LAP02",4
"857",2020-05-05,"US1","LAP02",3
"858",2020-05-06,"US1","LAP02",4
"859",2020-05-07,"US1","LAP02",2
"860",2020-05-08,"US1","LAP02",3
"861",2020-05-09,"US1","LAP02",4
"862",2020-05-10,"US1","LAP02",3
"863",2020-05-11,"US1","LAP02",3
"864",2020-05-12,"US1","LAP02",4
"865",2020-05-13,"US1","LAP02",3
"866",2020-05-14,"US1","LAP02",5
"867",2020-05-15,"US1","LAP02",3
"868",2020-05-16,"US1","LAP02",4
"869",2020-05-17,"US1","LAP02",3
"870",2020-05-18,"US1","LAP02",4
"871",2020-05-19,"US1","LAP02",3
"872",2020-05-20,"US1","LAP02",5
"873",2020-05-21,"US1","LAP02",4
"874",2020-05-22,"US1","LAP02",4
"875",2020-05-23,"US1","LAP02",1
"876",2020-05-24,"US1","LAP02",2
"877",2020-05-25,"US1","LAP02",4
"878",2020-05-26,"US1","LAP02",4
"879",2020-05-27,"US1","LAP02",2
"880",2020-05-28,"US1","LAP02",2
"881",2020-05-29,"US1","LAP02",4
"882",2020-05-30,"US1","LAP02",2
"883",2020-05-31,"US1","LAP02",3
"884",2020-06-01,"US1","LAP02",2
"885",2020-06-02,"US1","LAP02",4
"886",2020-06-03,"US1","LAP02",2
"887",2020-06-04,"US1","LAP02",2
"888",2020-06-05,"US1","LAP02",4
"889",2020-06-06,"US1","LAP02",4
"890",2020-06-07,"US1","LAP02",3
"891",2020-06-08,"US1","LAP02",2
"892",2020-06-09,"US1","LAP02",2
"893",2020-06-10,"US1","LAP02",4
"894",2020-06-11,"US1","LAP02",2
"895",2020-06-12,"US1","LAP02",1
"896",2020-06-13,"US1","LAP02",3
"897",2020-06-14,"US1","LAP02",2
"898",2020-06-15,"US1","LAP02",5
"899",2020-06-16,"US1","LAP02",4
"900",2020-06-17,"US1","LAP02",3
"901",2020-06-18,"US1","LAP02",2
"902",2020-06-19,"US1","LAP02",3
"903",2020-06-20,"US1","LAP02",2
"904",2020-06-21,"US1","LAP02",2
"905",2020-06-22,"US1","LAP02",3
"906",2020-06-23,"US1","LAP02",2
"907",2020-06-24,"US1","LAP02",4
"908",2020-06-25,"US1","LAP02",5
"909",2020-06-26,"US1","LAP02",2
"910",2020-06-27,"US1","LAP02",5
"911",2020-06-28,"US1","LAP02",4
"912",2020-06-29,"US1","LAP02",3
"913",2020-06-30,"US1","LAP02",4
"914",2020-07-01,"US1","LAP02",2
"915",2020-07-02,"US1","LAP02",2
"916",2020-07-03,"US1","LAP02",4
"917",2020-07-04,"US1","LAP02",4
"918",2020-07-05,"US1","LAP02",3
"919",2020-07-06,"US1","LAP02",3
"920",2020-07-07,"US1","LAP02",4
"921",2020-07-08,"US1","LAP02",3
"922",2020-07-09,"US1","LAP02",4
"923",2020-07-10,"US1","LAP02",3
"924",2020-07-11,"US1","LAP02",3
"925",2020-07-12,"US1","LAP02",4
"926",2020-07-13,"US1","LAP02",4
"927",2020-07-14,"US1","LAP02",3
"928",2020-07-15,"US1","LAP02",4
"929",2020-07-16,"US1","LAP02",2
"930",2020-07-17,"US1","LAP02",3
"931",2020-07-18,"US1","LAP02",1
"932",2020-07-19,"US1","LAP02",4
"933",2020-07-20,"US1","LAP02",2
"934",2020-07-21,"US1","LAP02",4
"935",2020-07-22,"US1","LAP02",2
"936",2020-07-23,"US1","LAP02",2
"937",2020-07-24,"US1","LAP02",4
"938",2020-07-25,"US1","LAP02",2
"939",2020-07-26,"US1","LAP02",3
"940",2020-07-27,"US1","LAP02",5
"941",2020-07-28,"US1","LAP02",3
"942",2020-07-29,"US1","LAP02",4
"943",2020-07-30,"US1","LAP02",4
"944",2020-07-31,"US1","LAP02",3
"945",2020-08-01,"US1","LAP02",4
"946",2020-08-02,"US1","LAP02",2
"947",2020-08-03,"US1","LAP02",2
"948",2020-08-04,"US1","LAP02",4
"949",2020-08-05,"US1","LAP02",4
"950",2020-08-06,"US1","LAP02",2
"951",2020-08-07,"US1","LAP02",5
"952",2020-08-08,"US1","LAP02",2
"953",2020-08-09,"US1","LAP02",3
"954",2020-08-10,"US1","LAP02",4
"955",2020-08-11,"US1","LAP02",4
"956",2020-08-12,"US1","LAP02",2
"957",2020-08-13,"US1","LAP02",4
"958",2020-08-14,"US1","LAP02",2
"959",2020-08-15,"US1","LAP02",3
"960",2020-08-16,"US1","LAP02",2
"961",2020-08-17,"US1","LAP02",3
"962",2020-08-18,"US1","LAP02",2
"963",2020-08-19,"US1","LAP02",5
"964",2020-08-20,"US1","LAP02",2
"965",2020-08-21,"US1","LAP02",4
"966",2020-08-22,"US1","LAP02",3
"967",2020-08-23,"US1","LAP02",6
"968",2020-08-24,"US1","LAP02",3
"969",2020-08-25,"US1","LAP02",3
"970",2020-08-26,"US1","LAP02",4
"971",2020-08-27,"US1","LAP02",3
"972",2020-08-28,"US1","LAP02",3
"973",2020-08-29,"US1","LAP02",3
"974",2020-08-30,"US1","LAP02",2
"975",2020-08-31,"US1","LAP02",4
"976",2020-09-01,"US1","LAP02",2
"977",2020-09-02,"US1","LAP02",3
"978",2020-09-03,"US1","LAP02",3
"979",2020-09-04,"US1","LAP02",4
"980",2020-09-05,"US1","LAP02",4
"981",2020-09-06,"US1","LAP02",4
"982",2020-09-07,"US1","LAP02",2
"983",2020-09-08,"US1","LAP02",2
"984",2020-09-09,"US1","LAP02",1
"985",2020-09-10,"US1","LAP02",4
"986",2020-09-11,"US1","LAP02",1
"987",2020-09-12,"US1","LAP02",4
"988",2020-09-13,"US1","LAP02",2
"989",2020-09-14,"US1","LAP02",4
"990",2020-09-15,"US1","LAP02",4
"991",2020-09-16,"US1","LAP02",4
"992",2020-09-17,"US1","LAP02",4
"993",2020-09-18,"US1","LAP02",4
"994",2020-09-19,"US1","LAP02",3
"995",2020-09-20,"US1","LAP02",3
"996",2020-09-21,"US1","LAP02",4
"997",2020-09-22,"US1","LAP02",3
"998",2020-09-23,"US1","LAP02",2
"999",2020-09-24,"US1","LAP02",2
"1000",2020-09-25,"US1","LAP02",3
"1001",2020-09-26,"US1","LAP02",4
"1002",2020-09-27,"US1","LAP02",3
"1003",2020-09-28,"US1","LAP02",2
"1004",2020-09-29,"US1","LAP02",5
"1005",2020-09-30,"US1","LAP02",4
"1006",2020-10-01,"US1","LAP02",3
"1007",2020-10-02,"US1","LAP02",2
"1008",2020-10-03,"US1","LAP02",4
"1009",2020-10-04,"US1","LAP02",1
"1010",2020-10-05,"US1","LAP02",3
"1011",2020-10-06,"US1","LAP02",2
"1012",2020-10-07,"US1","LAP02",2
"1013",2020-10-08,"US1","LAP02",4
"1014",2020-10-09,"US1","LAP02",6
"1015",2020-10-10,"US1","LAP02",3
"1016",2020-10-11,"US1","LAP02",2
"1017",2020-10-12,"US1","LAP02",4
"1018",2020-10-13,"US1","LAP02",2
"1019",2020-10-14,"US1","LAP02",1
"1020",2020-10-15,"US1","LAP02",4
"1021",2020-10-16,"US1","LAP02",5
"1022",2020-10-17,"US1","LAP02",4
"1023",2020-10-18,"US1","LAP02",4
"1024",2020-10-19,"US1","LAP02",3
"1025",2020-10-20,"US1","LAP02",3
"1026",2020-10-21,"US1","LAP02",3
"1027",2020-10-22,"US1","LAP02",4
"1028",2020-10-23,"US1","LAP02",4
"1029",2020-10-24,"US1","LAP02",1
"1030",2020-10-25,"US1","LAP02",3
"1031",2020-10-26,"US1","LAP02",4
"1032",2020-10-27,"US1","LAP02",4
"1033",2020-10-28,"US1","LAP02",3
"1034",2020-10-29,"US1","LAP02",3
"1035",2020-10-30,"US1","LAP02",4
"1036",2020-10-31,"US1","LAP02",2
"1037",2020-11-01,"US1","LAP02",2
"1038",2020-11-02,"US1","LAP02",3
"1039",2020-11-03,"US1","LAP02",4
"1040",2020-11-04,"US1","LAP02",3
"1041",2020-11-05,"US1","LAP02",2
"1042",2020-11-06,"US1","LAP02",4
"1043",2020-11-07,"US1","LAP02",4
"1044",2020-11-08,"US1","LAP02",4
"1045",2020-11-09,"US1","LAP02",3
"1046",2020-11-10,"US1","LAP02",3
"1047",2020-11-11,"US1","LAP02",2
"1048",2020-11-12,"US1","LAP02",4
"1049",2020-11-13,"US1","LAP02",4
"1050",2020-11-14,"US1","LAP02",2
"1051",2020-11-15,"US1","LAP02",2
"1052",2020-11-16,"US1","LAP02",4
"1053",2020-11-17,"US1","LAP02",2
"1054",2020-11-18,"US1","LAP02",4
"1055",2020-11-19,"US1","LAP02",4
"1056",2020-11-20,"US1","LAP02",2
"1057",2020-11-21,"US1","LAP02",3
"1058",2020-11-22,"US1","LAP02",2
"1059",2020-11-23,"US1","LAP02",4
"1060",2020-11-24,"US1","LAP02",3
"1061",2020-11-25,"US1","LAP02",4
"1062",2020-11-26,"US1","LAP02",2
"1063",2020-11-27,"US1","LAP02",2
"1064",2020-11-28,"US1","LAP02",4
"1065",2020-11-29,"US1","LAP02",2
"1066",2020-11-30,"US1","LAP02",4
"1067",2020-12-01,"US1","LAP02",1
"1068",2020-12-02,"US1","LAP02",4
"1069",2020-12-03,"US1","LAP02",2
"1070",2020-12-04,"US1","LAP02",3
"1071",2020-12-05,"US1","LAP02",3
"1072",2020-12-06,"US1","LAP02",2
"1073",2020-12-07,"US1","LAP02",2
"1074",2020-12-08,"US1","LAP02",3
"1075",2020-12-09,"US1","LAP02",2
"1076",2020-12-10,"US1","LAP02",3
"1077",2020-12-11,"US1","LAP02",4
"1078",2020-12-12,"US1","LAP02",4
"1079",2020-12-13,"US1","LAP02",2
"1080",2020-12-14,"US1","LAP02",3
"1081",2020-12-15,"US1","LAP02",2
"1082",2020-12-16,"US1","LAP02",3
"1083",2020-12-17,"US1","LAP02",3
"1084",2020-12-18,"US1","LAP02",3
"1085",2020-12-19,"US1","LAP02",3
"1086",2020-12-20,"US1","LAP02",4
"1087",2020-12-21,"US1","LAP02",2
"1088",2020-12-22,"US1","LAP02",5
"1089",2020-12-23,"US1","LAP02",3
"1090",2020-12-24,"US1","LAP02",1
"1091",2020-12-25,"US1","LAP02",4
"1092",2020-12-26,"US1","LAP02",4
"1093",2020-12-27,"US1","LAP02",3
"1094",2020-12-28,"US1","LAP02",2
"1095",2020-12-29,"US1","LAP02",5
"1096",2020-12-30,"US1","LAP02",3
"1097",2020-12-31,"US1","LAP02",1
"1098",2020-01-01,"US1","LAP02",3
"1099",2020-01-02,"US1","LAP02",4
"1100",2020-01-03,"US1","LAP02",3
"1101",2020-01-04,"US1","LAP02",2
"1102",2020-01-05,"US1","LAP02",2
"1103",2020-01-06,"US1","LAP02",2
"1104",2020-01-07,"US1","LAP02",4
"1105",2020-01-08,"US1","LAP02",1
"1106",2020-01-09,"US1","LAP02",3
"1107",2020-01-10,"US1","LAP02",4
"1108",2020-01-11,"US1","LAP02",4
"1109",2020-01-12,"US1","LAP02",2
"1110",2020-01-13,"US1","LAP02",5
"1111",2020-01-14,"US1","LAP02",3
"1112",2020-01-15,"US1","LAP02",5
"1113",2020-01-16,"US1","LAP02",1
"1114",2020-01-17,"US1","LAP02",3
"1115",2020-01-18,"US1","LAP02",3
"1116",2020-01-19,"US1","LAP02",4
"1117",2020-01-20,"US1","LAP02",4
"1118",2020-01-21,"US1","LAP02",4
"1119",2020-01-22,"US1","LAP02",4
"1120",2020-01-23,"US1","LAP02",3
"1121",2020-01-24,"US1","LAP02",4
"1122",2020-01-25,"US1","LAP02",1
"1123",2020-01-26,"US1","LAP02",4
"1124",2020-01-27,"US1","LAP02",4
"1125",2020-01-28,"US1","LAP02",4
"1126",2020-01-29,"US1","LAP02",4
"1127",2020-01-30,"US1","LAP02",4
"1128",2020-01-31,"US1","LAP02",2
"1129",2020-02-01,"US1","LAP02",2
"1130",2020-02-02,"US1","LAP02",5
"1131",2020-02-03,"US1","LAP02",2
"1132",2020-02-04,"US1","LAP02",4
"1133",2020-02-05,"US1","LAP02",3
"1134",2020-02-06,"US1","LAP02",6
"1135",2020-02-07,"US1","LAP02",2
"1136",2020-02-08,"US1","LAP02",2
"1137",2020-02-09,"US1","LAP02",2
"1138",2020-02-10,"US1","LAP02",2
"1139",2020-02-11,"US1","LAP02",2
"1140",2020-02-12,"US1","LAP02",4
"1141",2020-02-13,"US1","LAP02",4
"1142",2020-02-14,"US1","LAP02",4
"1143",2020-02-15,"US1","LAP02",1
"1144",2020-02-16,"US1","LAP02",2
"1145",2020-02-17,"US1","LAP02",3
"1146",2020-02-18,"US1","LAP02",3
"1147",2020-02-19,"US1","LAP02",4
"1148",2020-02-20,"US1","LAP02",4
"1149",2020-02-21,"US1","LAP02",3
"1150",2020-02-22,"US1","LAP02",3
"1151",2020-02-23,"US1","LAP02",5
"1152",2020-02-24,"US1","LAP02",5
"1153",2020-02-25,"US1","LAP02",4
"1154",2020-02-26,"US1","LAP02",4
"1155",2020-02-27,"US1","LAP02",2
"1156",2020-02-28,"US1","LAP02",2
"1157",2020-03-01,"US1","LAP02",2
"1158",2020-03-02,"US1","LAP02",2
"1159",2020-03-03,"US1","LAP02",2
"1160",2020-03-04,"US1","LAP02",1
"1161",2020-03-05,"US1","LAP02",2
"1162",2020-03-06,"US1","LAP02",2
"1163",2020-03-07,"US1","LAP02",4
"1164",2020-03-08,"US1","LAP02",4
"1165",2020-03-09,"US1","LAP02",3
"1166",2020-03-10,"US1","LAP02",2
"1167",2020-03-11,"US1","LAP02",5
"1168",2020-03-12,"US1","LAP02",4
"1169",2020-03-13,"US1","LAP02",3
"1170",2020-03-14,"US1","LAP02",4
"1171",2020-03-15,"US1","LAP02",4
"1172",2020-03-16,"US1","LAP02",3
"1173",2020-03-17,"US1","LAP02",4
"1174",2020-03-18,"US1","LAP02",3
"1175",2020-03-19,"US1","LAP02",4
"1176",2020-03-20,"US1","LAP02",4
"1177",2020-03-21,"US1","LAP02",2
"1178",2020-03-22,"US1","LAP02",4
"1179",2020-03-23,"US1","LAP02",2
"1180",2020-03-24,"US1","LAP02",4
"1181",2020-03-25,"US1","LAP02",5
"1182",2020-03-26,"US1","LAP02",3
"1183",2020-03-27,"US1","LAP02",3
"1184",2020-03-28,"US1","LAP02",1
"1185",2020-03-29,"US1","LAP02",2
"1186",2020-03-30,"US1","LAP02",3
"1187",2020-03-31,"US1","LAP02",4
"1188",2020-04-01,"US1","LAP02",4
"1189",2020-04-02,"US1","LAP02",2
"1190",2020-04-03,"US1","LAP02",5
"1191",2020-04-04,"US1","LAP02",3
"1192",2020-04-05,"US1","LAP02",5
"1193",2020-04-06,"US1","LAP02",3
"1194",2020-04-07,"US1","LAP02",2
"1195",2020-04-08,"US1","LAP02",3
"1196",2020-04-09,"US1","LAP02",4
"1197",2020-04-10,"US1","LAP02",2
"1198",2020-04-11,"US1","LAP02",4
"1199",2020-04-12,"US1","LAP02",4
"1200",2020-04-13,"US1","LAP02",3
"1201",2020-04-14,"US1","LAP02",3
"1202",2020-04-15,"US1","LAP02",4
"1203",2020-04-16,"US1","LAP02",2
"1204",2020-04-17,"US1","LAP02",4
"1205",2020-04-18,"US1","LAP02",1
"1206",2020-04-19,"US1","LAP02",2
"1207",2020-04-20,"US1","LAP02",3
"1208",2020-04-21,"US1","LAP02",3
"1209",2020-04-22,"US1","LAP02",1
"1210",2020-04-23,"US1","LAP02",3
"1211",2020-04-24,"US1","LAP02",2
"1212",2020-04-25,"US1","LAP02",2
"1213",2020-04-26,"US1","LAP02",2
"1214",2020-04-27,"US1","LAP02",2
"1215",2020-04-28,"US1","LAP02",2
"1216",2020-04-29,"US1","LAP02",3
"1217",2020-04-30,"US1","LAP02",4
"1218",2020-05-01,"US1","LAP02",4
"1219",2020-05-02,"US1","LAP02",5
"1220",2020-05-03,"US1","LAP02",3
"1221",2020-05-04,"US1","LAP02",4
"1222",2020-05-05,"US1","LAP02",1
"1223",2020-05-06,"US1","LAP02",3
"1224",2020-05-07,"US1","LAP02",4
"1225",2020-05-08,"US1","LAP02",3
"1226",2020-05-09,"US1","LAP02",5
"1227",2020-05-10,"US1","LAP02",3
"1228",2020-05-11,"US1","LAP02",2
"1229",2020-05-12,"US1","LAP02",3
"1230",2020-05-13,"US1","LAP02",3
"1231",2020-05-14,"US1","LAP02",3
"1232",2020-05-15,"US1","LAP02",5
"1233",2020-05-16,"US1","LAP02",4
"1234",2020-05-17,"US1","LAP02",2
"1235",2020-05-18,"US1","LAP02",6
"1236",2020-05-19,"US1","LAP02",4
"1237",2020-05-20,"US1","LAP02",4
"1238",2020-05-21,"US1","LAP02",1
"1239",2020-05-22,"US1","LAP02",3
"1240",2020-05-23,"US1","LAP02",4
"1241",2020-05-24,"US1","LAP02",3
"1242",2020-05-25,"US1","LAP02",4
"1243",2020-05-26,"US1","LAP02",1
"1244",2020-05-27,"US1","LAP02",3
"1245",2020-05-28,"US1","LAP02",2
"1246",2020-05-29,"US1","LAP02",2
"1247",2020-05-30,"US1","LAP02",5
"1248",2020-05-31,"US1","LAP02",2
"1249",2020-06-01,"US1","LAP02",3
"1250",2020-06-02,"US1","LAP02",4
"1251",2020-06-03,"US1","LAP02",4
"1252",2020-06-04,"US1","LAP02",3
"1253",2020-06-05,"US1","LAP02",4
"1254",2020-06-06,"US1","LAP02",3
"1255",2020-06-07,"US1","LAP02",4
"1256",2020-06-08,"US1","LAP02",1
"1257",2020-06-09,"US1","LAP02",2
"1258",2020-06-10,"US1","LAP02",4
"1259",2020-06-11,"US1","LAP02",2
"1260",2020-06-12,"US1","LAP02",1
"1261",2020-06-13,"US1","LAP02",2
"1262",2020-06-14,"US1","LAP02",3
"1263",2020-06-15,"US1","LAP02",2
"1264",2020-06-16,"US1","LAP02",3
"1265",2020-06-17,"US1","LAP02",4
"1266",2020-06-18,"US1","LAP02",4
"1267",2020-06-19,"US1","LAP02",1
"1268",2020-06-20,"US1","LAP02",4
"1269",2020-06-21,"US1","LAP02",3
"1270",2020-06-22,"US1","LAP02",2
"1271",2020-06-23,"US1","LAP02",3
"1272",2020-06-24,"US1","LAP02",4
"1273",2020-06-25,"US1","LAP02",4
"1274",2020-06-26,"US1","LAP02",2
"1275",2020-06-27,"US1","LAP02",3
"1276",2020-06-28,"US1","LAP02",3
"1277",2020-06-29,"US1","LAP02",2
"1278",2020-06-30,"US1","LAP02",2
"1279",2020-07-01,"US1","LAP02",2
"1280",2020-07-02,"US1","LAP02",3
"1281",2020-07-03,"US1","LAP02",3
"1282",2020-07-04,"US1","LAP02",3
"1283",2020-07-05,"US1","LAP02",2
"1284",2020-07-06,"US1","LAP02",2
"1285",2020-07-07,"US1","LAP02",4
"1286",2020-07-08,"US1","LAP02",2
"1287",2020-07-09,"US1","LAP02",4
"1288",2020-07-10,"US1","LAP02",4
"1289",2020-07-11,"US1","LAP02",4
"1290",2020-07-12,"US1","LAP02",3
"1291",2020-07-13,"US1","LAP02",3
"1292",2020-07-14,"US1","LAP02",2
"1293",2020-07-15,"US1","LAP02",2
"1294",2020-07-16,"US1","LAP02",1
"1295",2020-07-17,"US1","LAP02",4
"1296",2020-07-18,"US1","LAP02",2
"1297",2020-07-19,"US1","LAP02",1
"1298",2020-07-20,"US1","LAP02",3
"1299",2020-07-21,"US1","LAP02",3
"1300",2020-07-22,"US1","LAP02",3
"1301",2020-07-23,"US1","LAP02",2
"1302",2020-07-24,"US1","LAP02",4
"1303",2020-07-25,"US1","LAP02",2
"1304",2020-07-26,"US1","LAP02",1
"1305",2020-07-27,"US1","LAP02",2
"1306",2020-07-28,"US1","LAP02",3
"1307",2020-07-29,"US1","LAP02",4
"1308",2020-07-30,"US1","LAP02",3
"1309",2020-07-31,"US1","LAP02",4
"1310",2020-08-01,"US1","LAP02",2
"1311",2020-08-02,"US1","LAP02",2
